age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
48,2,95810,10,2,2,1,0,0,0,0,60,1,1
30,4,349051,13,2,3,1,0,0,0,0,35,1,0
48,3,117252,13,2,5,1,0,0,0,0,40,1,1
22,4,163967,10,0,3,-1,0,0,0,0,10,1,0
45,4,153142,13,2,6,1,0,0,0,0,45,1,1
32,4,209088,13,0,3,0,0,1,0,0,20,1,0
33,4,54941,13,0,3,0,0,0,2214,0,43,1,0
49,5,248728,13,2,3,1,0,0,0,0,60,0,1
46,4,441998,9,2,6,1,0,0,0,1719,55,1,1
40,4,132659,13,2,7,1,0,0,0,0,40,1,1
19,4,188197,9,0,3,0,0,1,0,0,33,1,0
40,4,201277,10,2,3,1,0,0,0,0,40,1,1
26,2,54207,10,0,2,0,0,0,0,0,40,1,0
50,4,56240,13,2,3,1,0,0,0,0,70,1,1
20,4,62745,9,0,5,3,0,1,0,0,40,1,0
44,4,175522,11,-1,2,0,0,0,0,0,40,1,0
38,4,132796,13,2,2,1,0,0,7853,0,40,1,1
48,5,154866,13,-1,3,0,0,0,0,0,50,1,0
31,2,357482,11,-1,3,2,1,1,0,0,32,1,0
51,4,302633,9,-1,2,0,0,0,0,0,40,1,1
37,4,402085,9,-1,3,0,0,1,0,0,60,1,0
72,5,1485814,16,0,7,0,-1,0,99999,0,99,0,1
40,4,119416,14,2,7,1,0,0,0,1740,25,1,1
50,4,153980,11,2,2,1,0,0,0,0,40,1,1
27,4,180913,11,-1,6,2,0,1,0,0,37,1,0
21,4,381696,6,0,6,0,0,0,0,0,20,0,0
32,4,245508,12,2,2,1,0,0,0,2040,60,1,0
55,5,162983,9,2,6,1,0,0,0,0,46,1,1
31,6,85145,9,0,2,3,0,0,0,0,52,1,0
54,4,184256,9,2,3,1,0,0,0,0,60,1,0
48,4,192089,13,2,7,1,0,0,0,0,65,1,1
62,4,151532,9,-1,3,2,0,1,0,0,40,1,0
40,4,279711,13,2,5,1,0,0,0,0,40,1,1
48,5,112710,10,2,2,1,0,0,0,0,60,1,0
20,4,173719,10,0,2,3,1,0,0,0,20,1,0
21,4,156654,10,0,7,3,-1,1,0,0,20,1,0
22,4,95605,10,0,3,3,0,1,0,0,28,1,0
31,4,342064,10,0,2,2,1,0,0,0,40,1,0
60,5,1488136,16,1,1,0,-1,0,99999,0,99,0,1
68,4,117270,9,-1,6,0,1,1,2916,0,40,1,0
30,4,179982,10,2,3,1,0,0,0,0,40,1,1
53,2,38455,10,2,2,1,0,0,0,0,40,1,1
84,4,77591,12,-1,2,0,0,1,0,0,40,1,0
31,5,117850,13,0,7,0,0,0,0,0,45,1,0
33,4,187281,9,0,3,0,0,0,0,0,19,1,0
34,5,204194,16,0,7,0,-1,0,99999,0,99,0,1
54,4,196435,5,2,2,1,0,0,0,0,40,1,0
31,4,170096,13,2,6,1,0,0,0,0,40,1,0
39,4,213015,14,2,7,1,0,0,0,0,60,1,1
29,4,194526,10,2,3,1,1,0,0,0,40,1,1
56,6,159867,14,2,6,1,0,0,0,0,40,1,0
38,4,355963,9,2,2,1,0,0,0,0,40,1,0
36,5,248692,9,2,2,1,0,0,0,0,14,1,0
48,4,197474,9,0,3,3,0,1,0,0,30,0,0
51,4,160739,13,0,3,0,0,1,0,0,40,1,0
79,4,31264,6,2,2,1,0,0,0,0,15,1,0
39,4,102697,10,2,6,1,0,0,0,0,40,0,0
33,3,319748,10,2,2,1,0,0,0,0,40,0,0
41,4,282759,9,2,2,1,0,0,0,0,40,1,1
55,4,238443,9,2,6,1,-1,1,0,0,40,0,1
27,4,204481,14,0,7,0,0,1,0,0,48,1,0
20,4,187200,9,0,4,3,0,0,0,0,30,1,0
50,4,35895,9,2,7,1,0,0,0,1720,40,1,1
22,4,38069,9,-1,2,2,0,1,0,0,40,1,0
45,4,187074,13,-1,7,0,0,0,0,0,60,1,1
26,4,153308,11,0,3,2,-1,1,0,0,40,0,0
38,4,303932,9,2,6,1,0,0,4040,0,40,1,1
46,4,377300,11,2,2,1,0,0,0,0,40,1,1
52,4,113064,9,-1,2,2,0,1,0,0,40,1,0
62,4,284040,9,-1,3,2,0,1,0,0,40,1,0
21,4,195560,13,0,3,3,0,0,0,0,12,1,0
37,4,379223,9,2,6,1,0,0,0,0,45,1,0
26,4,160788,9,-1,5,0,0,1,0,0,40,1,0
40,3,14430,13,2,6,1,0,0,5013,0,50,1,1
34,5,115431,10,-1,1,2,0,0,0,0,67,1,0
38,4,140692,9,2,2,1,0,0,0,0,40,1,0
36,4,161406,11,2,5,1,0,1,0,0,20,1,0
44,2,204103,10,2,3,1,0,0,0,0,60,1,1
48,4,358493,9,2,2,1,0,0,0,0,25,1,0
48,4,241175,15,2,1,1,-1,0,0,0,15,0,0
24,4,37620,13,0,3,0,0,1,6491,0,50,1,0
17,4,159850,9,0,2,3,0,0,0,0,40,1,0
32,4,83157,10,2,3,1,0,0,4881,0,46,1,1
49,4,233507,9,2,3,1,0,0,0,0,40,1,1
52,4,164467,14,0,7,0,0,0,14388,0,40,1,1
29,4,107457,10,-1,5,3,0,0,0,0,40,1,1
27,4,222733,10,0,6,2,0,1,0,0,40,1,0
50,4,90190,13,-1,6,0,0,1,0,0,55,1,0
90,5,13771,16,0,1,0,-1,0,99999,0,99,0,1
43,4,133774,9,2,2,1,0,0,0,1988,40,1,0
72,5,1490400,16,0,1,2,-1,0,99999,0,99,0,1
48,4,193722,7,2,2,1,0,0,0,0,40,1,0
57,4,119105,6,-1,5,2,0,1,0,0,40,1,0
21,4,193547,10,0,2,3,0,0,0,0,15,1,0
41,1,133328,12,2,6,1,0,0,0,0,40,1,1
32,4,32507,9,-1,2,0,0,0,0,0,45,1,1
60,5,1473608,16,1,7,2,-1,0,99999,0,99,0,1
45,4,60337,10,2,6,1,0,1,0,0,45,1,1
59,1,107612,13,-1,3,0,0,1,5013,0,50,1,1
44,4,354353,6,2,2,1,0,0,0,0,30,1,0
38,5,254419,9,0,2,0,0,0,0,0,33,1,0
53,1,108521,13,2,6,1,0,0,0,0,40,1,1
36,4,102445,9,2,3,1,0,0,0,0,38,1,0
57,4,112774,9,2,3,1,0,0,4650,0,40,1,1
20,4,101070,10,0,3,3,0,1,0,0,40,1,0
49,4,233923,14,2,6,1,0,0,0,1876,45,1,1
35,4,314018,13,2,6,1,0,0,0,0,50,1,1
44,4,37372,13,1,3,2,0,1,0,0,43,1,0
37,1,53911,13,2,7,1,0,0,0,2021,50,1,1
39,4,57039,13,2,7,1,0,0,4650,0,40,1,1
36,4,56260,12,2,3,1,-1,1,0,0,40,0,0
37,6,128313,11,2,3,1,0,0,0,0,30,1,1
46,5,181905,16,0,7,0,-1,1,99999,0,99,0,1
57,5,334020,3,-1,1,0,0,0,0,0,10,0,0
62,4,223204,14,0,7,0,0,0,99465,0,40,0,1
57,4,242459,9,2,3,1,0,0,0,0,40,1,0
46,4,84616,7,2,3,1,0,0,6854,0,40,1,1
42,4,45433,9,2,2,1,0,0,0,0,56,1,1
43,2,74386,9,2,2,1,0,0,0,0,55,1,1
54,4,260245,10,2,3,1,0,0,3929,0,40,1,1
90,4,1490400,1,0,3,2,0,0,99999,4356,99,1,1
43,4,93985,12,2,3,1,0,1,0,0,40,1,1
45,4,168057,9,-1,3,3,0,1,0,0,40,1,0
41,5,160329,9,2,2,1,0,0,0,0,40,1,0
17,4,216171,9,0,2,3,0,1,0,0,15,1,0
31,4,160808,13,0,3,0,-1,0,3839,0,20,0,0
39,4,140493,10,-1,3,2,0,1,0,0,40,1,0
35,4,201659,9,2,2,1,0,0,0,0,60,1,0
44,4,164516,5,2,3,1,0,1,0,0,40,0,1
17,4,230763,5,0,2,3,0,0,0,0,40,0,0
73,5,1489599,16,0,1,-1,-1,0,99999,0,99,0,1
49,4,272957,9,2,2,1,0,0,0,0,50,1,0
43,4,173261,13,0,3,0,0,0,0,0,50,1,0
33,4,210089,9,0,3,0,0,1,0,0,32,1,0
65,4,117537,9,-1,2,0,0,1,0,0,15,1,0
39,2,96624,9,2,3,1,0,0,0,0,30,1,0
35,5,182910,13,2,1,1,0,0,99217,0,60,1,1
38,4,292384,13,2,7,1,0,0,0,0,40,1,1
32,4,118337,9,0,3,0,0,1,0,0,35,1,0
37,4,182220,9,0,2,3,0,0,0,0,25,1,0
44,1,201465,13,-1,7,2,0,1,0,0,40,1,0
41,4,192875,14,2,7,1,0,0,0,0,70,1,1
36,4,100282,9,-1,2,0,0,0,0,0,40,1,0
64,5,345101,16,0,1,0,-1,0,99999,0,99,0,1
32,4,169502,9,-1,3,2,0,1,0,0,45,1,0
31,4,95284,7,0,3,3,1,1,0,0,40,1,0
68,4,196753,16,2,7,1,0,0,0,0,40,1,1
50,4,343530,13,-1,2,0,0,0,0,0,50,1,1
51,4,109982,6,2,7,1,0,0,0,0,42,1,0
34,4,55766,9,-1,2,0,0,0,0,0,40,1,0
90,5,1490400,16,2,1,2,-1,1,99999,0,99,1,1
54,4,124878,13,2,7,1,-1,0,0,0,40,0,1
51,4,208128,9,-1,2,2,0,1,0,0,20,1,0
56,4,121717,13,0,7,0,0,1,0,0,99,1,0
43,1,153963,14,-1,6,0,0,1,0,0,60,1,1
51,4,176699,9,2,4,1,0,0,0,0,50,1,1
42,4,59439,13,2,3,1,0,0,0,0,45,1,1
54,5,128504,9,-1,3,2,0,1,0,0,40,1,0
44,4,172103,9,2,6,1,0,0,0,0,40,1,0
42,1,113985,10,2,3,1,1,1,0,0,40,1,1
19,4,40610,9,0,2,3,0,1,0,0,20,1,0
55,1,120811,13,-1,6,2,1,1,0,0,45,1,1
19,4,270899,10,0,1,3,0,0,0,0,40,1,0
58,5,158443,13,2,7,1,0,0,0,0,52,1,1
33,4,333339,9,0,3,3,0,1,0,0,18,1,0
36,1,151344,9,2,1,1,0,0,0,2200,50,1,1
30,4,315282,9,2,7,1,0,0,0,0,40,1,1
50,4,46545,9,2,2,1,0,0,0,0,52,1,0
32,4,127976,13,-1,3,0,0,1,0,0,40,1,0
47,4,268473,9,-1,7,2,0,1,0,0,30,1,0
19,4,138368,10,0,1,3,0,1,0,0,40,1,0
63,1,136950,7,-1,2,0,0,0,0,0,40,1,0
48,4,123341,13,2,6,1,0,0,5063,0,55,1,1
31,4,213455,9,-1,2,2,0,0,0,0,40,1,0
38,2,173435,13,2,3,1,0,0,0,0,35,1,1
44,4,159142,12,2,3,1,0,0,0,0,40,1,1
51,1,178477,13,-1,3,0,0,0,0,0,40,1,1
33,4,78440,13,2,7,1,0,0,0,0,40,1,1
52,4,42977,14,-1,7,0,0,1,0,0,50,1,1
32,4,190147,4,2,3,1,0,0,0,0,45,0,0
71,5,1471565,16,0,1,0,-1,0,99999,0,99,0,1
45,4,37092,9,2,2,1,0,0,5130,0,40,1,1
56,4,249743,11,-1,7,0,0,1,0,0,30,1,1
28,4,176506,9,-1,3,3,0,1,0,0,30,1,0
54,3,129908,14,2,4,1,0,0,6096,0,40,1,1
44,4,258158,9,0,3,0,0,0,0,0,55,1,0
51,4,68845,10,2,2,1,0,0,0,0,40,1,1
34,4,189869,10,2,2,1,0,0,0,0,40,1,1
44,4,279428,9,2,3,1,0,0,0,0,40,1,1
46,4,153688,9,2,6,1,0,0,0,0,45,1,0
59,6,38381,9,2,6,1,0,0,0,0,50,1,1
72,5,449356,16,0,1,0,-1,0,99999,0,99,0,1
18,4,189714,4,0,2,3,0,0,0,0,32,1,0
55,1,297761,16,2,7,1,0,0,0,0,40,1,1
64,4,174037,14,2,6,1,0,0,0,0,40,0,1
38,3,257954,11,2,3,1,0,0,0,0,40,1,1
25,2,160724,9,2,4,1,0,0,0,0,40,1,0
82,6,41827,9,2,6,1,0,0,0,0,20,1,1
45,2,68128,15,-1,7,0,0,1,0,1977,50,1,1
60,4,426270,9,2,2,1,-1,1,0,0,10,0,0
47,4,249725,13,-1,5,2,0,1,0,0,40,1,0
43,1,218498,13,2,6,1,0,0,0,0,40,1,1
71,5,132503,16,2,6,1,0,0,0,0,30,1,1
39,4,216185,2,2,2,1,0,0,0,0,40,0,0
40,4,86987,9,2,5,1,0,0,0,0,40,1,0
36,1,157412,14,2,7,1,0,0,0,0,40,1,1
55,1,206663,13,2,7,1,0,0,11397,0,40,1,1
31,4,175639,9,0,2,3,0,0,0,0,30,1,0
51,5,281479,13,2,6,1,0,0,0,0,51,1,1
37,4,186844,13,-1,6,2,0,1,0,0,45,1,0
55,4,232732,6,-1,3,2,0,1,0,0,32,1,0
33,1,153342,9,-1,3,0,0,1,0,0,40,1,0
36,4,152052,10,2,2,-1,0,0,0,0,40,0,0
30,4,139709,13,0,6,0,0,0,0,0,50,0,0
35,4,443653,9,1,2,2,0,1,0,0,40,1,0
25,4,96441,12,0,1,2,0,1,0,0,20,1,0
37,4,34824,9,2,2,1,0,0,0,0,40,1,0
58,4,213235,13,2,2,1,0,0,0,0,55,1,1
46,4,210346,9,0,2,3,0,1,0,0,15,1,0
70,5,168786,16,0,7,0,-1,0,99999,0,99,0,1
34,4,48560,9,0,2,0,0,1,0,0,25,1,0
44,3,357893,13,0,6,0,0,0,4073,0,40,1,0
30,4,33593,13,0,2,3,0,1,0,0,35,1,0
24,4,253667,11,0,3,-1,0,1,0,0,50,1,0
45,4,278181,10,2,3,1,0,0,0,0,40,1,1
39,4,258305,13,2,6,1,0,0,0,0,50,1,1
53,4,386522,9,-1,3,2,0,1,0,0,40,1,0
52,4,245276,10,2,3,1,0,1,0,0,40,1,1
65,5,354313,16,0,1,0,-1,0,99999,0,99,0,1
35,4,362866,6,2,2,1,0,0,0,0,40,1,0
43,4,193023,13,-1,3,2,-1,1,16211,0,40,0,1
23,4,178664,5,2,6,1,0,0,0,0,40,1,0
26,4,287487,9,0,2,2,1,1,0,0,40,1,0
52,4,203903,7,-1,3,2,1,1,0,0,40,1,0
35,5,156482,13,0,2,0,0,0,0,0,32,1,0
42,4,110953,10,2,3,1,0,1,0,0,40,1,1
58,5,22966,9,2,2,1,0,0,0,0,60,1,0
39,4,254926,9,0,3,-1,0,1,0,0,40,1,0
52,5,26705,9,2,1,1,0,0,0,0,60,1,0
58,5,415766,9,2,1,1,0,0,0,0,40,1,0
40,4,100895,13,2,2,1,0,0,0,0,40,1,0
49,4,83954,14,2,6,1,0,0,0,0,40,1,1
40,4,171957,9,2,3,1,0,0,0,0,40,1,1
34,6,159924,10,2,2,1,1,0,0,0,40,1,0
58,4,156034,10,2,2,1,0,0,4998,0,40,0,1
47,1,157244,14,2,7,1,0,0,0,1876,50,1,1
56,5,191328,14,-1,7,-1,0,0,97037,0,40,1,1
40,4,226352,9,0,2,3,0,0,0,0,35,1,0
36,4,55062,9,-1,3,0,0,0,0,0,40,0,0
50,3,442073,13,2,2,1,0,0,0,0,50,1,1
27,5,168830,10,0,2,3,0,0,0,0,70,1,1
41,4,191381,9,2,2,1,0,0,0,0,42,1,0
70,5,100383,3,2,3,1,0,0,0,0,20,1,0
50,4,426820,11,2,6,1,0,0,9768,0,20,1,1
28,4,75606,6,2,3,1,0,0,0,0,40,1,0
17,4,274411,6,0,2,3,0,0,0,0,16,1,0
26,4,115940,14,2,6,1,0,0,0,0,65,1,1
71,4,191749,9,2,3,1,0,0,6529,0,40,1,1
39,4,142881,9,2,3,1,0,0,0,1841,40,1,1
27,4,103443,9,2,3,1,0,1,0,0,20,1,1
43,4,147997,11,2,2,1,0,0,0,0,40,1,0
48,3,52282,13,2,2,1,0,0,0,0,40,1,1
54,4,227206,10,2,3,1,0,0,0,0,25,1,0
30,4,198096,13,2,7,1,0,0,0,1719,40,1,0
35,4,199538,10,2,5,1,0,0,0,0,52,1,1
26,4,251763,9,0,2,3,0,1,0,0,25,1,0
52,4,154217,10,2,6,1,0,0,0,0,40,1,1
28,4,153701,10,0,2,3,0,0,0,0,40,1,0
43,4,245657,9,2,3,1,-1,0,0,0,40,1,0
47,4,180839,9,-1,5,0,0,1,0,0,40,1,0
30,4,23692,10,2,3,1,0,0,0,0,40,1,0
37,3,152156,9,2,3,1,1,0,0,0,40,1,1
33,4,131382,12,-1,3,2,0,1,0,0,50,1,1
62,5,192885,12,2,6,1,0,0,0,0,40,1,0
55,4,184416,13,2,7,1,0,0,0,0,40,1,1
64,5,155777,9,2,3,1,0,0,0,0,40,1,1
56,4,182908,9,-1,3,0,0,0,2965,0,60,1,0
39,4,319790,13,2,6,1,0,0,0,0,40,0,1
43,4,198971,9,-1,2,2,1,1,0,0,40,1,0
49,4,213268,13,2,7,1,0,0,0,0,60,1,1
53,4,130188,13,2,6,1,0,1,0,0,40,1,1
41,4,401388,11,2,5,1,0,1,0,0,25,1,1
28,4,115790,9,0,2,0,0,1,0,0,40,1,0
40,4,148908,10,-1,4,-1,0,0,0,0,28,1,1
32,4,176096,14,0,7,0,0,0,0,0,45,1,1
47,2,204762,14,2,7,1,0,0,0,0,40,1,1
40,6,198565,9,2,6,1,0,0,0,0,50,1,1
42,4,166609,10,2,6,1,0,0,0,0,52,1,1
33,4,124457,10,0,1,0,0,0,0,0,40,1,0
32,4,488083,9,0,1,2,1,0,0,0,40,1,0
28,3,212026,11,0,6,2,1,0,0,0,40,1,0
32,4,316158,3,-1,3,-1,0,1,0,0,40,0,0
44,4,426462,16,2,6,1,0,0,0,0,48,1,1
42,4,173893,10,2,5,1,0,0,0,1761,40,1,1
44,4,158081,9,-1,2,0,0,1,0,0,60,1,0
40,4,118575,13,2,6,1,0,0,0,0,45,1,1
39,4,157987,14,2,6,1,0,1,0,1979,40,1,1
46,5,66171,9,2,3,1,0,0,0,0,60,1,0
75,5,1490400,16,0,1,0,-1,0,99999,0,99,0,1
29,4,303563,11,0,3,0,0,1,0,0,45,1,0
46,5,291203,11,0,3,0,0,1,0,0,23,1,1
65,4,181164,10,-1,3,2,0,1,0,0,20,1,0
31,2,147547,12,-1,6,0,0,0,0,0,40,1,0
32,4,125921,9,-1,2,0,0,0,0,0,40,1,0
40,5,254133,13,2,6,1,0,0,0,0,60,1,1
57,4,281877,9,0,2,-1,1,0,0,0,40,1,1
32,4,166834,9,2,3,1,0,0,0,0,70,1,1
52,4,178003,9,2,2,1,0,0,0,0,45,1,1
31,6,36875,13,0,1,3,0,0,0,0,40,1,0
34,1,226573,13,0,7,0,0,1,0,0,43,1,1
19,4,118508,6,0,2,3,-1,0,0,0,40,0,0
19,4,84464,11,0,2,0,0,1,0,0,38,1,0
33,4,395621,10,2,2,1,1,0,8923,0,45,1,1
25,4,298724,10,2,3,1,0,0,0,0,40,1,0
34,4,232753,9,2,7,1,0,0,0,0,40,1,1
42,4,186357,13,-1,3,2,-1,1,0,0,40,1,0
50,6,120143,10,2,6,1,0,0,0,0,40,1,1
20,4,113285,11,0,3,3,0,0,0,0,32,1,0
46,4,125920,14,-1,7,2,-1,1,0,0,40,1,0
90,4,1490400,16,2,3,2,0,1,99999,0,99,1,1
36,4,104560,9,-1,2,0,0,1,0,0,40,1,0
52,4,141035,6,2,3,1,-1,0,0,0,45,1,1
56,4,188794,10,2,3,1,0,0,0,0,40,0,0
67,5,92560,10,2,2,1,0,1,0,0,15,1,1
21,4,368471,10,2,3,1,0,0,0,0,40,1,0
40,3,186128,13,2,3,1,0,0,0,2044,40,1,1
34,4,183668,10,-1,6,0,0,1,0,0,40,1,1
46,4,176663,13,2,3,1,0,0,0,0,40,1,1
35,1,324842,14,0,7,0,1,1,0,0,38,1,0
46,1,376360,13,-1,6,2,0,1,2815,0,40,1,0
52,1,101289,14,2,7,1,0,1,4668,0,40,1,1
46,1,245531,9,2,6,1,0,0,0,0,40,1,1
20,4,91992,9,0,2,3,0,0,0,0,30,1,0
26,4,160648,9,0,5,0,0,0,0,0,40,1,0
30,4,168507,12,2,3,1,0,0,0,0,40,1,1
30,4,171139,9,0,2,0,0,0,0,0,43,1,0
25,4,279953,13,2,7,1,0,0,0,0,40,1,1
57,4,159778,9,2,2,1,0,0,0,0,40,1,1
49,3,122514,10,2,6,1,0,0,0,0,45,1,1
20,4,110277,9,0,6,3,0,0,0,0,40,1,0
69,4,138033,13,2,6,1,0,0,0,0,31,1,0
50,4,160542,9,2,3,1,0,0,0,0,40,1,1
27,4,146958,9,2,2,1,0,0,0,0,48,1,0
43,4,137463,10,2,3,1,0,0,0,0,50,1,1
29,4,33172,9,0,3,0,0,1,0,0,40,1,0
42,4,39016,13,-1,5,0,0,0,0,0,40,1,1
35,4,137511,9,2,2,1,1,0,0,0,60,1,1
51,5,103594,10,2,3,1,0,1,0,0,40,1,0
50,4,133240,9,-1,7,0,0,1,0,0,40,1,0
22,5,205933,13,0,6,0,0,0,0,0,50,1,0
42,1,224442,14,-1,7,2,0,1,0,0,40,0,1
44,4,367887,9,2,2,1,0,0,0,0,50,1,0
44,1,465477,14,2,7,1,0,0,0,0,40,1,1
25,5,111847,9,0,2,3,0,0,12942,0,55,1,1
54,4,209946,9,2,3,1,0,1,7339,0,40,1,1
57,5,417705,12,2,3,1,0,0,0,0,46,1,1
33,4,148161,9,-1,2,0,0,1,0,0,30,1,0
27,4,311122,9,2,3,1,0,0,0,0,40,0,0
27,4,92896,11,0,3,0,0,0,0,0,50,1,0
46,6,200538,9,2,6,1,0,0,0,0,50,1,1
46,5,387640,10,2,6,1,0,0,0,0,55,1,1
70,4,241344,4,-1,2,2,1,0,0,0,8,1,0
31,5,208331,9,2,3,1,0,0,2618,0,40,1,0
66,5,36619,9,-1,3,0,0,1,0,0,99,1,0
39,1,91854,9,2,2,1,0,0,0,0,40,1,0
34,3,136273,11,2,5,1,0,0,0,0,35,1,0
55,5,681312,16,0,7,0,-1,0,99999,0,99,0,1
36,4,130447,16,2,7,1,-1,0,0,0,50,0,1
43,1,197378,7,0,3,0,0,1,0,0,40,1,0
33,4,231440,13,0,3,2,1,1,0,0,40,1,0
44,1,120382,14,2,7,1,0,0,0,0,75,1,1
55,5,108001,12,0,3,0,0,0,0,0,45,1,1
43,4,277295,13,-1,3,-1,1,1,0,0,35,0,0
45,5,544877,9,2,3,1,0,0,0,0,54,1,0
63,4,87084,4,2,2,1,-1,0,0,0,45,1,1
31,4,115085,9,2,2,1,-1,0,0,0,45,0,0
53,4,203739,9,2,3,1,0,0,0,0,40,1,1
36,4,303262,10,2,3,1,0,0,63145,0,45,1,1
54,4,128010,4,2,1,1,0,0,1156,0,50,1,0
45,5,115020,14,2,7,1,0,0,4772,0,40,1,1
46,5,184147,13,2,7,1,0,0,66845,0,40,1,1
38,4,118472,12,2,3,1,0,0,0,0,50,1,1
20,4,196268,9,0,3,3,0,1,0,0,40,1,0
43,4,137420,13,2,2,1,0,0,0,0,50,1,1
64,4,146824,13,2,2,1,0,0,11559,0,10,1,1
84,5,1490400,16,2,1,2,-1,0,99999,0,99,1,1
40,4,70476,9,2,3,1,0,0,0,0,50,1,1
63,6,179273,10,2,3,1,0,0,58315,0,40,1,1
45,4,339877,16,2,7,1,0,0,0,0,40,1,1
41,4,77425,13,2,7,1,0,0,0,0,45,1,1
61,4,30030,6,2,2,1,0,0,0,0,40,1,0
49,5,192535,13,2,6,1,0,0,0,0,40,1,1
57,4,204853,9,2,3,1,0,0,4650,0,40,1,0
33,2,123281,11,2,2,1,0,0,0,0,40,1,1
42,4,186257,9,2,2,1,0,0,0,0,40,1,1
57,4,144379,13,2,3,1,0,0,0,0,40,1,1
40,4,225141,14,2,7,1,0,0,40846,0,45,1,1
57,4,148572,10,2,2,1,0,0,0,0,25,1,0
46,4,108571,12,2,7,1,0,0,0,0,45,1,1
42,4,217456,9,2,2,1,0,0,0,0,40,1,1
45,4,653355,9,2,2,1,1,0,0,0,40,1,1
37,4,341519,12,2,6,1,0,0,8476,0,40,1,1
33,4,217052,13,2,2,1,0,1,0,0,40,1,1
47,5,91719,6,-1,3,0,0,0,0,0,50,1,0
60,4,171213,9,-1,3,2,0,1,0,0,40,1,0
45,4,117240,13,2,6,1,0,0,0,0,40,1,1
33,4,203626,5,2,1,1,0,0,0,0,40,1,0
51,6,104332,13,2,7,1,0,0,0,0,60,1,1
35,4,83598,10,2,3,1,1,1,0,0,20,1,0
37,5,169634,9,2,1,1,0,0,5802,0,79,1,0
50,4,198112,6,0,2,2,0,0,0,0,40,1,0
53,4,328828,13,2,7,1,0,0,0,0,40,1,1
53,4,238767,14,0,6,0,1,1,5013,0,60,1,0
19,4,104750,10,0,3,3,0,1,0,0,15,1,0
57,5,143561,14,2,7,1,0,0,0,0,20,1,1
43,4,352239,9,2,5,1,1,1,0,0,40,1,0
